t(s),Total retention volume 1,Total retention volume 2,Total retention volume 3
1.0,1.5210124824740877e+18,0.0,0.0
2.1,2.338235147218632e+18,0.0,0.0
3.3100000000000005,2.997090845219651e+18,0.0,0.0
4.641000000000001,3.587034218148203e+18,0.0,0.0
6.105100000000002,4.1412624158742364e+18,0.0,0.0
7.7156100000000025,4.67635228111075e+18,0.0,0.0
9.487171000000004,5.202115300030326e+18,0.0,0.0
11.435888100000005,5.725084625332563e+18,0.0,0.0
13.579476910000007,6.250012663497361e+18,0.0,0.0
15.937424601000009,6.780600539334259e+18,0.0,0.0
18.53116706110001,7.319888982972783e+18,0.0,0.0
21.384283767210015,7.870485281213919e+18,0.0,0.0
24.522712143931017,8.4347044710549e+18,0.0,0.0
27.97498335832412,9.014662448952131e+18,0.0,0.0
31.772481694156536,9.612340394588609e+18,0.0,0.0
35.949729863572195,1.0229631153224927e+19,0.0,0.0
40.544702849929415,1.0868373774703516e+19,0.0,0.0
45.59917313492236,1.1530380013379056e+19,0.0,0.0
51.1590904484146,1.2217455230320253e+19,0.0,0.0
57.27499949325607,1.2931415323165164e+19,0.0,0.0
64.00249944258168,1.3674100799043572e+19,0.0,0.0
71.40274938683986,1.4447388775641934e+19,0.0,0.0
79.54302432552385,1.5253203475121811e+19,0.0,0.0
88.49732675807624,1.6093525625011712e+19,0.0,0.0
98.34705943388387,1.697040107522803e+19,0.0,0.0
109.18176537727226,1.7885948866015646e+19,0.0,0.0
121.09994191499949,1.8842368928207745e+19,0.0,0.0
134.20993610649944,1.9841949558453862e+19,0.0,0.0
148.6309297171494,2.0887074783706268e+19,0.0,0.0
164.49402268886433,2.1980231708373086e+19,0.0,0.0
181.94342495775078,2.3124017922125574e+19,0.0,0.0
201.13776745352587,2.432114903495614e+19,0.0,0.0
222.25154419887846,2.5574466397712798e+19,0.0,0.0
245.47669861876633,2.6886945060251267e+19,0.0,0.0
271.024368480643,2.8261702015019045e+19,0.0,0.0
299.1268053287073,2.9702004770929e+19,0.0,0.0
330.03948586157804,3.121128030050991e+19,0.0,0.0
364.0434344477359,3.2793124402324103e+19,0.0,0.0
401.44777789250946,3.445131152037033e+19,0.0,0.0
442.5925556817604,3.618980506252113e+19,0.0,0.0
487.8518112499365,3.801276826090128e+19,0.0,0.0
537.6369923749302,3.992457561843283e+19,0.0,0.0
592.4006916124232,4.19298249875124e+19,0.0,0.0
652.6407607736655,4.403335032892055e+19,0.0,0.0
718.9048368510321,4.624023520156524e+19,0.0,0.0
791.7953205361354,4.855582703653862e+19,0.0,0.0
871.9748525897489,5.098575225219706e+19,0.0,0.0
960.1723378487239,5.353593227057881e+19,0.0,0.0
1057.1895716335964,5.6212600499452666e+19,0.0,0.0
1163.9085287969563,5.9022320348661645e+19,0.0,0.0
1281.299381676652,6.197200435420331e+19,0.0,0.0
1410.4293198443174,6.506893448869948e+19,0.0,0.0
1552.4722518287492,6.832078374257023e+19,0.0,0.0
1708.7194770116243,7.173563906637869e+19,0.0,0.0
1880.5914247127869,7.532202577147891e+19,0.0,0.0
2069.6505671840655,7.908893349331662e+19,0.0,0.0
2277.615623902472,8.304584382954444e+19,0.0,0.0
2506.3771862927197,8.720275977355667e+19,0.0,0.0
2758.0149049219917,9.157023707317728e+19,0.0,0.0
3034.816395414191,9.615941765408897e+19,0.0,0.0
3339.2980349556105,1.0098206525823944e+20,0.0,0.0
3674.227838451172,1.0605060345894819e+20,0.0,0.0
4042.6506222962894,1.1137815622683684e+20,0.0,0.0
4447.915684525919,1.169785912340841e+20,0.0,0.0
4893.707252978511,1.228665660989304e+20,0.0,0.0
5384.077978276362,1.2905757778792445e+20,0.0,0.0
5923.485776103998,1.3556801541016917e+20,0.0,0.0
6516.834353714399,1.4241521665591643e+20,0.0,0.0
7169.5177890858395,1.496175281513446e+20,0.0,0.0
7887.469567994424,1.5719437002235832e+20,0.0,0.0
8677.216524793868,1.6516630498287193e+20,0.0,0.0
9545.938177273256,1.7355511228742225e+20,0.0,0.0
10501.531995000581,1.8238386691420307e+20,0.0,0.0
11552.68519450064,1.9167702437289047e+20,0.0,0.0
12708.953713950705,2.0146051156207367e+20,0.0,0.0
13980.849085345777,2.1176182413388533e+20,0.0,0.0
15379.933993880357,2.226101308587042e+20,0.0,0.0
16918.927393268394,2.3403638552079293e+20,0.0,0.0
18611.820132595236,2.4607344691660394e+20,0.0,0.0
20474.00214585476,2.587562075714772e+20,0.0,0.0
22522.40236044024,2.7212173183780032e+20,3.00681e-318,8.8057e-320
24775.642596484264,2.862094040886071e+20,1.30186658015e-312,1.216936205e-315
27254.206856132692,3.010610877754221e+20,6.43062641083421e-306,7.05918746601623e-309
29980.627541745966,3.167212961780801e+20,-2.482787199573406e-299,-4.1557961000022967e-302
32979.69029592056,3.332373757376761e+20,5.9172401833433835e-292,1.3120990562646344e-294
36000.0,3.492391202156302e+20,-1.3759211625977083e-288,-3.109784317647836e-291
