t(s),Total retention volume 1,Total retention volume 2,Total retention volume 3
0.1,3.024521216291612e+17,0.0,0.0
0.21000000000000002,7.586675739889289e+17,0.0,0.0
0.33100000000000007,1.277501744132389e+18,0.0,0.0
0.46410000000000007,1.8361804698013448e+18,0.0,0.0
0.6105100000000001,2.431880672867206e+18,0.0,0.0
0.7715610000000002,3.075655950845355e+18,0.0,0.0
0.9179710000000002,3.650165622194983e+18,0.0,0.0
1.0790220000000001,4.277523962254806e+18,0.0,0.0
1.225432,4.842647980083954e+18,0.0,0.0
1.3864830000000001,5.462614466931929e+18,0.0,0.0
1.532893,6.023274805191833e+18,0.0,0.0
1.6939440000000001,6.63928611262524e+18,0.0,0.0
1.840354,7.197326208345661e+18,0.0,0.0
2.001405,7.810759745473057e+18,0.0,0.0
2.147815,8.366944349149891e+18,0.0,0.0
2.308866,8.978410233865002e+18,0.0,0.0
2.455276,9.533067545055988e+18,0.0,0.0
2.616327,1.0142829576987419e+19,0.0,0.0
2.762737,1.0696074534300297e+19,0.0,0.0
2.923788,1.1304211552473557e+19,0.0,0.0
3.1009441,1.197336085417618e+19,0.0,0.0
3.2619951,1.2580471383874228e+19,0.0,0.0
3.4391512,1.3247664957734015e+19,0.0,0.0
3.6002022,1.385276589640921e+19,0.0,0.0
3.7773583,1.4517434759565206e+19,0.0,0.0
3.9384093,1.5120203090480261e+19,0.0,0.0
4.1155654,1.5782077121112742e+19,0.0,0.0
4.3104371100000005,1.6509191799557399e+19,0.0,0.0
4.487593210000001,1.7168699518337337e+19,0.0,0.0
4.682464920000001,1.7895247516534133e+19,0.0,0.0
4.896823801000001,1.870172043865536e+19,0.0,0.0
5.132618570100001,1.959304216989463e+19,0.0,0.0
5.346977451100001,2.0388839087463907e+19,0.0,0.0
5.541849161100001,2.109363093625603e+19,0.0,0.0
5.756208042100001,2.186027574323921e+19,0.0,0.0
5.992002811200001,2.2709330156847608e+19,0.0,0.0
6.206361692200001,2.348441990830691e+19,0.0,0.0
6.401233402200001,2.4183115114296844e+19,0.0,0.0
6.615592283200001,2.4938208446924448e+19,0.0,0.0
6.851387052300001,2.5758390445719593e+19,0.0,0.0
7.065745933300001,2.6500836952456995e+19,0.0,0.0
7.260617643300001,2.7172743580976243e+19,0.0,0.0
7.474976524300001,2.7903541646618644e+19,0.0,0.0
7.710771293400001,2.8694419511769534e+19,0.0,0.0
7.970145539410001,2.9551629175868797e+19,0.0,0.0
8.205940308510002,3.032061692205025e+19,0.0,0.0
8.420299189510002,3.1009117220041814e+19,0.0,0.0
8.656093958610002,3.175215229323135e+19,0.0,0.0
8.870452839610003,3.241525375739942e+19,0.0,0.0
9.065324549610002,3.3007531572984095e+19,0.0,0.0
9.279683430610003,3.3645715979681124e+19,0.0,0.0
9.515478199710003,3.4330679846876664e+19,0.0,0.0
9.729837080710004,3.4938360244532638e+19,0.0,0.0
9.924708790710003,3.5477794547710198e+19,0.0,0.0
10.139067671710004,3.6055089030295376e+19,0.0,0.0
10.374862440810004,3.6670012003090588e+19,0.0,0.0
10.589221321810005,3.7211371695394914e+19,0.0,0.0
10.825016090910005,3.778520476663429e+19,0.0,0.0
11.084390336920006,3.8389471867149705e+19,0.0,0.0
11.320185106020006,3.891521756432873e+19,0.0,0.0
11.579559352030007,3.946475753663028e+19,0.0,0.0
11.815354121130007,3.9939401268173046e+19,0.0,0.0
12.074728367140008,4.043128474313379e+19,0.0,0.0
12.360040037751007,4.093537658730024e+19,0.0,0.0
12.619414283761007,4.136204442000201e+19,0.0,0.0
12.904725954372006,4.1793536507845665e+19,0.0,0.0
13.218568792044106,4.222260298851239e+19,0.0,0.0
13.563795913483416,4.264005993637674e+19,0.0,0.0
13.943545747066658,4.3034693424923484e+19,0.0,0.0
14.361270564008223,4.339328086723166e+19,0.0,0.0
14.820767862643944,4.3700843909206245e+19,0.0,0.0
15.326214891143238,4.394126184084358e+19,0.0,0.0
15.882206622492461,4.409825322859948e+19,0.0,0.0
16.493797526976607,4.415616717828563e+19,0.0,0.0
17.16654752190917,4.410017239905234e+19,0.0,0.0
17.906572516334986,4.3915336633775055e+19,0.0,0.0
18.720600010203384,4.358314394446445e+19,0.0,0.0
19.61603025345862,4.3074141759592866e+19,0.0,0.0
20.601003521039384,4.233775654058623e+19,0.0,0.0
21.684474115378222,4.12944672159162e+19,0.0,0.0
22.876291769150946,3.983930467380208e+19,0.0,0.0
24.187291188300943,3.7864836867681034e+19,0.0,0.0
25.629390549365937,3.5302921002326864e+19,0.0,0.0
27.215699846537433,3.2169537571637735e+19,0.0,0.0
28.960640073426077,2.8586736539601584e+19,0.0,0.0
